#!id,m1,m2,spin1x,spin1y,spin1z,spin2x,spin2y,spin2z,chieff,chip,tcoal,SNRH,SNRL
0,41.62845165121702,13.596262567536293,-0.035814740493315726,-0.6990025253133995,0.2533786898553351,-0.8077533112379988,0.07752421249457486,-0.23462080615786993,0.13323376245310692,0.6999194425297194,1366933813.4091628,10.861857440516536,10.861857440516536
1,43.93721269125288,11.482627903991887,0.8311159203311237,0.018790805222003045,0.2887228451918043,-0.34230746753899854,0.07695583508011475,-0.12871132394920695,0.2022332200471675,0.8313283150409001,1366937197.0847003,9.243568672973069,9.243568672973069
2,132.46677132307826,26.927703154633328,0.4230190876196512,0.5399079401924054,0.24801982475506248,-0.15987017741254786,-0.35217351939515856,0.12578528259748603,0.2273698274622016,0.6858904667462351,1366942513.162592,7.794196274643352,7.794196274643352
3,34.30457286679061,3.9203655046869956,-0.3237927477594395,-0.5407237893409589,-0.25133878126789727,0.02840557903942683,-0.07445817550931931,0.08892235246963572,-0.21644145852203067,0.630257058556946,1366945381.0939069,14.169470728287973,14.169470728287973
4,33.432811727890545,10.259288022489404,0.18670472549177933,0.47226885978873806,0.8601530764021014,0.00559113489630957,0.23869625311818427,-0.15162601592213426,0.6225784763579145,0.5078351410124308,1366945981.2554288,7.94180330979754,7.94180330979754
5,170.96723398080934,46.613967276422166,0.38292674297610324,-0.4105962882038443,0.17484755976027008,0.0762826979853737,0.11770381584450107,-0.004510433902792389,0.13642242193096574,0.5614465267263313,1366947810.5009077,9.976528169699963,9.976528169699963
6,31.432427532669458,4.362479416135319,0.7168188902945868,0.002752545364970955,0.5965536017983086,0.01401729200832167,0.37189177981981936,0.1983169805149971,0.54801879025139,0.7168241750869937,1366952557.0183456,13.452168370118585,13.452168370118585
7,75.75967365544894,16.794759153755507,0.5131443974586029,-0.2795031194815523,0.607914843051926,-0.13140142342725364,-0.8094754189537784,0.3328092715519755,0.5579946860701154,0.5843279613736377,1366965552.51122,9.159613665876728,9.159613665876728
8,21.206839571737287,5.550441677280644,0.5254419738559901,-0.04096653261291794,-0.22840582924908315,-0.11472564233223954,-0.032272891554295295,0.09206696074660457,-0.16192801659419098,0.5270365496661539,1366970580.939685,13.441791162878566,13.441791162878566
9,62.06965090377758,17.83537381233626,0.5180359289512736,0.6621487686463788,-0.23787030459104713,-0.5499623704203899,-0.43851734655984975,0.1373369296035557,-0.15412136260988005,0.8407152999109297,1366977990.5999355,6.714599705675156,6.714599705675156
10,102.41469401237121,32.84017000041551,-0.42623215699933786,-0.3138680441597224,0.14305322748880792,0.4221247398612577,-0.5166706296866777,-0.4821039083866932,-0.008736260963033829,0.5293269318719365,1366981489.3070626,9.963120122676932,9.963120122676932
11,51.52415920162418,15.769704647246106,0.30265796882015666,0.7444181707030829,0.036007203364467215,-0.02475202433692858,0.02122528409358527,0.04208695640890872,0.037431938167247415,0.8035920973748232,1366989678.8681874,9.014863460612839,9.014863460612839
12,102.28412937808086,30.256141623513326,-0.7125726187671224,0.3188131208857335,-0.08968735000848017,0.12112196633781436,0.2712917471344698,0.695748280307166,0.08961099823993868,0.7806417507829927,1366996728.6862469,17.143068885186988,17.143068885186988
13,5.741359799272744,1.5288163394555525,0.2998808754600524,-0.5522298123897017,0.36820179817278315,0.1724280377467372,0.34091432564544655,0.5217259247375533,0.4004857743398198,0.6283997972299582,1366999885.23938,18.426212501032307,18.426212501032307
14,64.20813122641316,18.183099163443732,-0.2102958438483556,0.6961805745505171,0.15543835619292398,-0.06923533062053218,0.25184138987469434,0.18621341335421204,0.16223017024250808,0.7272494306091823,1367003215.3074894,6.448439810411325,6.448439810411325
15,189.42702179621386,58.93764073589824,0.40547980651002874,0.6520999213345603,0.2508515168115088,-0.09539860841389451,-0.0838947435051413,-0.07505474198156745,0.17351303476459723,0.7678855259034058,1367007714.5265625,9.52678979728884,9.52678979728884
16,130.42205516053943,19.095580793478153,-0.16306173576790334,-0.6386189270125854,0.09659168193161667,0.5647873979736246,0.31768854084709247,0.018664775062808094,0.08663928041988588,0.6591079301680016,1367011225.4963293,6.1493539309951295,6.1493539309951295
17,33.145772288894484,6.444111617314283,0.6493746329120533,-0.3280840148357444,-0.43758862182503405,-0.09189004277078516,0.7543153819525718,0.28225676360070673,-0.3204181845011547,0.727548304004899,1367027484.7684038,8.402994673673165,8.402994673673165
18,74.95429634406307,17.45161394600729,-0.5537076110148363,-0.3084745723717303,-0.3272694308180723,-0.4487589043513657,-0.008109285171582211,0.5575630233954907,-0.16016156564624257,0.6338364775678971,1367029926.5196557,9.38525934846908,9.38525934846908
19,42.95411052680702,13.259542705227314,0.5026654840100615,0.1595362532135027,0.07834712900897454,0.5050450045428605,-0.36855758215085066,0.2260667320006781,0.113190877309459,0.5273750135382528,1367033365.4403422,6.029880563072286,6.029880563072286
20,82.08419259934813,7.850650807626844,-0.3844564068600053,-0.7262153077544432,0.1388969895892464,-0.13704542791051677,-0.028717672412044776,0.06293838757549633,0.13226636192976457,0.821702745518467,1367048700.5508792,14.073753286705564,14.073753286705564
21,76.60418593174595,25.215195829007218,0.6456338051132298,-0.09806593321558475,0.47438998064404025,0.0035662842467196532,-0.013942627064667252,0.13386638290516203,0.3900605626795957,0.6530390015630242,1367052193.0601792,9.771993375185529,9.771993375185529
22,98.33877338211627,30.8375294581036,0.3124435102813227,0.8023114822223911,0.1987451977553939,-0.08192905721648963,-0.2416146901423329,-0.1145045929067315,0.12396484381356841,0.86100212637531,1367068705.399775,6.1366399592155965,6.1366399592155965
23,35.94665446091966,8.126955271540657,0.732092970865475,0.2009758608413668,-0.3778235017533812,0.20399237715896373,-0.33502135445983994,0.1350422473123963,-0.2832535986239581,0.7591781178561232,1367073013.0907,11.958777121004335,11.958777121004335
24,58.7101943638181,19.17173681086811,0.10631293446859387,0.6602407151991205,0.10171507848263522,-0.14982661580577744,0.016666579104426673,0.020209730611769772,0.08165138650055492,0.6687452744072063,1367082558.6154006,10.754999280516493,10.754999280516493
25,43.52186893874206,7.38118484463529,0.40947810829966697,-0.324395551207926,0.7734339484459423,-0.27759678616148803,-0.19874485679084594,0.27391055424091176,0.7010006810326032,0.5224029046819781,1367090197.227605,14.518243575447912,14.518243575447912
26,33.7088403623214,5.512802663860187,0.3704912777649474,0.6870516265799262,0.5732047110527837,0.06883507568568727,0.20458293057931173,0.07876861590203346,0.5037091873533768,0.7805790955989187,1367095549.2081876,12.612910343681605,12.612910343681605
27,40.23986035094835,12.820352047369727,0.5967016124984228,-0.517132607691651,-0.568092181756974,0.06956487731666201,0.34665507160988984,0.06170339053578971,-0.4159216458749152,0.7896068314649924,1367112853.3524811,14.26580044170311,14.26580044170311
28,56.708252139687545,14.854603452608771,-0.35476520873473616,-0.3893279406135962,0.6294000551559309,0.013243575860445533,0.021467197031517116,0.04034302806188249,0.5071270061554007,0.5267206077903397,1367114646.599304,8.641785261101075,8.641785261101075
29,34.20026604296421,7.954422953711205,0.25634050073621684,0.44218195937134464,0.32692967811887746,-0.12842687075675233,-0.13341033618487078,0.06753592897170893,0.27798310440727514,0.511111863989847,1367116021.266299,6.752050848774403,6.752050848774403
30,109.32906811107705,36.37815291765082,0.35224320361108763,0.6523781335635315,-0.26098651028350844,-0.09206025690170154,0.017714022716785346,0.49162877629676144,-0.07308399049019898,0.7413990178318548,1367122009.0592163,10.55904191926621,10.55904191926621
31,73.2994673950064,20.702577770994292,0.28718932716659906,-0.6254264500882042,-0.5733463929357457,-0.1582555109102445,0.0474449160284836,0.04737478770973782,-0.43664161705854615,0.6882121432438815,1367128014.8070154,6.84028980510195,6.84028980510195
32,88.89010186125913,24.03369368598436,0.44265687992004904,0.7140290254066947,0.14796223893300153,-0.011984362401974426,-0.014171139912707268,0.03454028785523241,0.1238225222660271,0.84010866110509,1367141502.570758,11.838785567526799,11.838785567526799
33,42.47087670714821,10.50347912882211,0.3124023434185388,0.4797736748118993,0.3477562446036646,0.09425589704369017,0.12680771845392694,-0.026515313039500422,0.2735476311683424,0.57251899812662,1367152789.366669,12.304430146770168,12.304430146770168
34,142.00335921214565,40.348491731856974,-0.25287412567239476,-0.7385701183313687,-0.10552354298819397,-0.0328059444194562,-0.07651115230687858,0.03926157057731293,-0.07348733975059826,0.7806607093523985,1367156226.9023933,15.289128932254012,15.289128932254012
35,43.93387821071938,14.067199518953096,-0.7989825559291012,-0.17434851846230967,-0.0018929458595207597,0.017957037738920288,-0.017655195788791943,-0.000612396650291395,-0.0015823698853289641,0.8177839143496292,1367156868.796008,11.291582777453653,11.291582777453653
36,81.31384268293571,26.37765549356783,0.47737398849438495,0.33715768661014667,0.34411724341447014,-0.0988058697750225,0.18619938036073386,0.43033727315091297,0.36523573725606917,0.5844324003093455,1367157054.6117144,38.12576314489156,38.12576314489156
37,43.86035765631592,14.15332945970051,-0.5170881833311196,0.5784524279548384,-0.4496252746180074,-0.003214694705153276,0.00300983718448464,0.001729713501338858,-0.33951029714110315,0.7758784703466937,1367160013.4597607,7.475012065780543,7.475012065780543
38,26.44589993769556,4.871332812943548,0.4042604945200051,0.4360712545452269,-0.42496452703672055,-0.12182094901623315,-0.2588111968587168,0.04331661846980173,-0.3521243330147196,0.5946298735097381,1367162365.1550162,21.622560298251745,21.622560298251745
39,62.440265105412614,20.18627889768729,0.9080337769404093,0.17719385316013297,-0.02479825443143082,-0.1181401764262366,-0.00847918994289261,0.07748502052110816,0.00019030995392363027,0.9251610679564937,1367164350.790943,28.4373724682898,28.4373724682898
